acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z
0.080015,0.019528,0.025994,0.11236,-0.018876,-0.060171,-0.047335,0.002543,-0.000133
0.077734,0.007518,0.030782,0.114905,-0.018426,-0.059211,-0.043624,0.001948,-0.002096
0.073004,0.017083,-0.005129,0.117336,-0.018016,-0.058766,-0.039833,0.001368,-0.004035
0.07063,-0.018856,-0.002794,0.119653,-0.018043,-0.058875,-0.035965,0.000793,-0.005968
0.061197,-0.018903,0.011504,0.121776,-0.018664,-0.058711,-0.032025,0.000208,-0.007899
0.061279,0.009685,0.037865,0.123748,-0.018815,-0.057877,-0.028019,-0.00039,-0.009814
0.063717,-0.018998,0.049809,0.125764,-0.018968,-0.056411,-0.023948,-0.000992,-0.01169
0.027911,0.028811,-0.002873,0.127231,-0.018806,-0.055619,-0.019821,-0.001595,-0.013528
-0.003088,0.02631,0.006717,0.127599,-0.017897,-0.055538,-0.015665,-0.00218,-0.015352
0.054469,-0.040718,0.056907,0.128408,-0.018137,-0.054472,-0.01149,-0.002755,-0.017156
-0.007713,0.0573,0.061692,0.129142,-0.017865,-0.0525,-0.007291,-0.003329,-0.01891
-0.033902,0.047738,0.071184,0.128421,-0.016135,-0.050293,-0.003092,-0.00387,-0.020594
0.011596,-0.028901,0.047236,0.128021,-0.015828,-0.048326,0.001087,-0.004377,-0.02221
-0.067252,0.08108,0.052021,0.127074,-0.014972,-0.046675,0.005243,-0.004866,-0.023765
0.019043,-0.048123,0.054453,0.126252,-0.014433,-0.044907,0.00937,-0.005332,-0.025264
-0.012046,-0.04582,0.066397,0.126343,-0.015989,-0.042902,0.013484,-0.005815,-0.026701
-0.093246,0.052295,0.097465,0.124585,-0.015888,-0.040188,0.01757,-0.006322,-0.028059
-0.112272,0.052245,0.066359,0.121175,-0.014171,-0.037475,0.02157,-0.006799,-0.029328
-0.119431,0.068866,0.04712,0.117336,-0.01218,-0.035594,0.025451,-0.007215,-0.030521
-0.150421,0.088037,0.066323,0.112869,-0.0096,-0.033714,0.029194,-0.007557,-0.031651
-0.059416,-0.050875,0.066305,0.109396,-0.008996,-0.031519,0.032806,-0.007846,-0.032715
-0.059318,-0.050924,0.066288,0.107429,-0.010685,-0.029324,0.036329,-0.008153,-0.033706
-0.059221,-0.050974,0.066272,0.105467,-0.012377,-0.027131,0.039786,-0.008516,-0.034624
-0.166802,0.066264,0.075768,0.101734,-0.012135,-0.024782,0.04315,-0.008904,-0.035468
-0.149937,0.059056,0.092522,0.096507,-0.010079,-0.022001,0.046366,-0.009254,-0.036227
-0.087569,-0.034353,0.054262,0.09259,-0.009683,-0.019575,0.049432,-0.009563,-0.0369
-0.073157,-0.05833,0.078177,0.089942,-0.011225,-0.017386,0.052389,-0.009893,-0.037497
-0.163972,0.097154,0.09964,0.086036,-0.010598,-0.01445,0.055239,-0.010237,-0.038009
-0.108864,-0.012925,0.099628,0.081543,-0.009222,-0.011159,0.057951,-0.010549,-0.038419
-0.108773,-0.012973,0.087652,0.077963,-0.009663,-0.008067,0.06053,-0.010846,-0.038724
-0.149381,0.049153,0.090093,0.073717,-0.009081,-0.005133,0.06298,-0.011141,-0.03893
-0.178026,0.039593,0.068508,0.06833,-0.007632,-0.002515,0.065273,-0.011403,-0.039044
-0.122826,-0.03469,0.082817,0.063383,-0.007566,-1.70E-05,0.067395,-0.011641,-0.039073
-0.182562,0.060975,0.109189,0.058364,-0.007148,0.003151,0.069354,-0.01187,-0.03901
-0.163356,0.013072,0.06613,0.052678,-0.005943,0.006044,0.071138,-0.012074,-0.038847
-0.158469,0.017832,0.073282,0.047391,-0.00545,0.008344,0.072741,-0.01225,-0.038598
-0.191929,0.034555,0.061312,0.041634,-0.004603,0.010565,0.074163,-0.012404,-0.038275
-0.153605,-0.006188,0.090041,0.03596,-0.004152,0.013061,0.075397,-0.012538,-0.037874
-0.179812,0.027306,0.087585,0.030487,-0.003821,0.015992,0.076448,-0.012658,-0.037384
-0.170128,0.020005,0.101998,0.024743,-0.003059,0.019119,0.077316,-0.012762,-0.036794
-0.172509,0.017607,0.087579,0.019122,-0.002457,0.022246,0.077997,-0.012843,-0.036101
-0.181952,0.072579,0.075614,0.013306,-0.000987,0.024938,0.078491,-0.012891,-0.035312
-0.153251,-0.006408,0.063649,0.00781,8.60E-05,0.027234,0.078799,-0.012897,-0.034441
-0.201043,0.07014,0.092382,0.001999,0.001118,0.029808,0.078922,-0.012869,-0.03349
-0.200981,0.036559,0.087577,-0.004597,0.002859,0.032776,0.078842,-0.012795,-0.032448
-0.155419,-0.025657,0.066102,-0.01044,0.00302,0.035311,0.078558,-0.012691,-0.031316
-0.212829,0.079527,0.049335,-0.016477,0.003889,0.037215,0.078079,-0.01257,-0.03011
-0.215129,0.077133,0.039727,-0.023499,0.006454,0.038684,0.077387,-0.012393,-0.028849
-0.143292,-0.023425,0.068463,-0.029372,0.00732,0.040468,0.076482,-0.01216,-0.027534
-0.212674,0.081859,0.066114,-0.035204,0.008264,0.042689,0.075387,-0.011898,-0.026154
-0.203016,0.100943,0.056507,-0.042021,0.01126,0.044712,0.074084,-0.011571,-0.024703
-0.116869,-0.04747,0.037389,-0.047257,0.012123,0.046261,0.072583,-0.011181,-0.023194
-0.193319,0.081744,0.008661,-0.052332,0.012668,0.047021,0.070914,-0.010768,-0.021647
-0.162193,0.074547,0.032595,-0.058154,0.015226,0.047703,0.069067,-0.010304,-0.020076
-0.095176,-0.0619,0.044566,-0.062357,0.015415,0.048977,0.067056,-0.009796,-0.018473
-0.176536,0.091145,0.044572,-0.066797,0.015877,0.050449,0.064904,-0.009277,-0.016825
-0.064022,-0.076388,0.020651,-0.070722,0.0161,0.051527,0.062615,-0.008748,-0.015135
-0.049576,-0.069167,0.023011,-0.072553,0.013678,0.052249,0.060233,-0.008255,-0.013416
-0.164482,0.098296,0.02547,-0.076041,0.014139,0.053051,0.057764,-0.007795,-0.011671
-0.15004,0.07904,0.023026,-0.081186,0.017045,0.053854,0.055155,-0.00728,-0.0099
-0.054304,-0.026219,0.025485,-0.084515,0.017897,0.054658,0.052407,-0.006703,-0.008103
-0.138032,0.062302,0.00637,-0.087645,0.018472,0.055187,0.049554,-0.006103,-0.006283
-0.020823,-0.086106,-0.015197,-0.090223,0.01806,0.055045,0.046608,-0.005501,-0.004457
-0.037477,-0.057405,-0.005579,-0.091143,0.015672,0.054706,0.043606,-0.004946,-0.00264
-0.080611,0.071716,0.023064,-0.093049,0.015889,0.054999,0.040559,-0.004427,-0.000822
-0.044705,-0.016869,-0.000857,-0.095075,0.016775,0.055371,0.037449,-0.00389,0.001006
-0.035083,-0.016901,-0.00085,-0.096351,0.016198,0.055348,0.034285,-0.003348,0.00284
-0.068611,0.018961,-0.01516,-0.098022,0.016213,0.05509,0.031074,-0.002816,0.004669
-0.018295,-0.052855,-0.031923,-0.099417,0.015636,0.054319,0.027814,-0.002294,0.006481
-0.06379,0.035669,-0.00083,-0.100732,0.015334,0.053786,0.02451,-0.001786,0.008272
-0.04221,0.01887,-0.017495,-0.102444,0.016215,0.05349,0.021157,-0.00127,0.01005
-0.032694,0.023646,-0.046224,-0.103643,0.016899,0.052446,0.017758,-0.000728,0.011805
-0.018275,0.018812,-0.046219,-0.104448,0.017582,0.050929,0.014327,-0.000163,0.013519
-0.003955,-0.012304,-0.043861,-0.10478,0.017672,0.049451,0.010878,0.000413,0.015183
0.003204,-0.000369,-0.027088,-0.104758,0.017445,0.048289,0.007425,0.000988,0.016804
0.034389,-0.007556,-0.034244,-0.104105,0.017298,0.047286,0.003985,0.001555,0.018389
0.015167,0.006734,-0.062975,-0.103255,0.017267,0.045691,0.00057,0.00212,0.019931
0.017617,0.018671,-0.062973,-0.102684,0.01767,0.043622,-0.00282,0.00269,0.021413
0.067824,-0.069813,-0.053362,-0.101245,0.01681,0.041712,-0.006177,0.003253,0.02283
0.07498,-0.072292,-0.024726,-0.09886,0.01445,0.040434,-0.009469,0.003762,0.024195
0.077428,-0.026816,-0.031886,-0.096318,0.012799,0.03951,-0.012679,0.004204,0.025523
0.091742,-0.057929,-0.070133,-0.0935,0.011386,0.037837,-0.0158,0.004596,0.026809
0.048687,0.066392,-0.072588,-0.091159,0.01151,0.035493,-0.018835,0.004967,0.028029
0.029559,0.04489,-0.077298,-0.089844,0.013332,0.03303,-0.021809,0.005369,0.02917
0.118109,-0.05085,-0.05818,-0.087385,0.013219,0.030806,-0.02472,0.005799,0.030233
0.118104,-0.043717,-0.062991,-0.083466,0.011645,0.028818,-0.027525,0.006201,0.031228
0.058279,0.035201,-0.067803,-0.080536,0.011491,0.026671,-0.030216,0.006575,0.032154
0.161146,-0.072502,-0.096544,-0.076896,0.010862,0.02397,-0.032799,0.006935,0.033001
0.062977,0.06153,-0.084588,-0.073181,0.010668,0.020992,-0.035259,0.007282,0.033755
0.074938,0.030319,-0.077341,-0.070889,0.012171,0.018332,-0.03762,0.00765,0.034416
0.144365,-0.070127,-0.070193,-0.067255,0.011502,0.015908,-0.039883,0.008032,0.034993
0.074931,0.056648,-0.058241,-0.063622,0.011267,0.0138,-0.042026,0.008398,0.035496
0.051001,0.058976,-0.055901,-0.061531,0.013163,0.011927,-0.044074,0.008792,0.035933
0.163481,-0.1109,-0.113284,-0.05798,0.012295,0.009146,-0.046028,0.009203,0.036294
0.082183,0.051767,-0.089371,-0.053916,0.011308,0.005813,-0.047857,0.009583,0.036554
0.161126,-0.072704,-0.07507,-0.049891,0.010951,0.00311,-0.049552,0.009941,0.036716
0.151516,-0.051155,-0.079893,-0.044724,0.008897,0.000563,-0.051095,0.010259,0.03679
0.151517,-0.05118,-0.079912,-0.039716,0.007198,-0.002064,-0.05247,0.010514,0.03678
0.15152,-0.051205,-0.079932,-0.034709,0.005499,-0.004692,-0.053679,0.010714,0.036683
0.106118,-0.036912,-0.09427,-0.030452,0.004035,-0.007558,-0.054736,0.010862,0.036496
0.106122,0.008566,-0.101451,-0.026945,0.003557,-0.010779,-0.055665,0.010977,0.036209
0.158691,-0.077659,-0.094316,-0.022572,0.002408,-0.014001,-0.056463,0.011065,0.035816
0.156344,-0.046499,-0.101499,-0.01737,0.00035,-0.017224,-0.057104,0.011101,0.035317
0.151546,-0.010632,-0.053668,-0.012287,-0.000601,-0.019777,-0.057575,0.011087,0.034723
0.137237,-0.008303,-0.082428,-0.00752,-0.000922,-0.022016,-0.057883,0.011051,0.034049
0.130088,-0.025097,-0.094419,-0.003108,-0.001482,-0.024928,-0.05804,0.011002,0.033291
0.142064,-0.025122,-0.089642,0.001383,-0.002319,-0.02796,-0.058051,0.010929,0.032436
0.142076,-0.039465,-0.084964,0.006071,-0.003392,-0.030836,-0.05791,0.010824,0.031483
0.132479,-0.027526,-0.06342,0.010601,-0.004505,-0.03328,-0.057617,0.010684,0.030442
0.127689,-0.003622,-0.08022,0.014893,-0.005027,-0.035647,-0.057178,0.010516,0.029322
0.127705,0.008317,-0.075447,0.019105,-0.004957,-0.038213,-0.0566,0.010341,0.028121
0.144491,-0.049175,-0.039587,0.023595,-0.005638,-0.040109,-0.055878,0.010156,0.026846
0.103812,0.015426,-0.082671,0.027689,-0.006202,-0.042125,-0.055015,0.009951,0.025507
0.108637,0.027365,-0.025337,0.031192,-0.005503,-0.043907,-0.054027,0.009747,0.024105
0.137391,-0.061214,-0.061264,0.035249,-0.006068,-0.045336,-0.052914,0.009546,0.022651
0.132608,-0.063592,-0.049335,0.039701,-0.008134,-0.047162,-0.051661,0.009302,0.021142
0.137437,-0.066068,-0.03976,0.044154,-0.01028,-0.048634,-0.050262,0.008988,0.01958
0.108727,-0.015785,-0.04215,0.048212,-0.011636,-0.049988,-0.048722,0.008616,0.01797
0.058543,0.05117,-0.001587,0.050969,-0.011059,-0.050714,-0.04707,0.008231,0.016326
0.0418,0.063109,0.007987,0.052621,-0.009179,-0.050613,-0.045346,0.007887,0.014672
0.118418,-0.094802,-0.047066,0.055261,-0.009708,-0.051263,-0.043551,0.007565,0.013009
0.123153,-0.06374,-0.032786,0.059244,-0.01233,-0.052587,-0.041647,0.007192,0.011313
0.039434,0.048718,-0.035177,0.061923,-0.012583,-0.053716,-0.039634,0.00677,0.009576
0.118506,-0.03986,0.000677,0.064526,-0.012443,-0.054293,-0.037533,0.006347,0.007811
0.034788,0.043864,0.005444,0.067052,-0.012382,-0.054202,-0.035349,0.005928,0.006038
0.096995,-0.075801,-0.011363,0.069224,-0.012914,-0.054309,-0.033087,0.0055,0.004264
0.104186,-0.087789,-0.023365,0.072541,-0.015619,-0.054893,-0.030735,0.005019,0.002479
0.015666,0.079684,0.007684,0.074516,-0.015758,-0.055164,-0.028295,0.004492,0.000679
0.020505,0.038963,0.017257,0.075111,-0.013805,-0.054765,-0.025814,0.003994,-0.001119
0.015734,0.04855,0.005255,0.075707,-0.012367,-0.054408,-0.023313,0.003552,-0.002904
-0.010513,0.055685,0.009925,0.075792,-0.010652,-0.054172,-0.020801,0.003162,-0.004681
0.087589,-0.087907,-0.004429,0.077063,-0.011188,-0.054097,-0.018267,0.002792,-0.006452
0.070954,-0.056843,0.014657,0.079678,-0.013581,-0.053944,-0.015669,0.002373,-0.008221
-0.01521,0.048458,0.03139,0.080597,-0.013725,-0.053202,-0.013013,0.001913,-0.009975
0.054257,-0.001873,0.033709,0.081242,-0.012961,-0.052146,-0.010332,0.001463,-0.0117
-0.010332,0.01252,0.04809,0.081967,-0.01279,-0.050815,-0.007628,0.001028,-0.013386
0.023243,-0.049774,0.038445,0.082181,-0.013409,-0.049407,-0.004908,0.000586,-0.015027
0.018474,-0.03538,0.026447,0.082871,-0.014819,-0.048357,-0.002174,0.00011,-0.016628
-0.034151,0.012455,0.069466,0.082615,-0.015201,-0.046796,0.000567,-0.000395,-0.018187
-0.058043,0.021946,0.079044,0.081096,-0.014638,-0.044367,0.003279,-0.000898,-0.01968
-0.012504,0.000448,0.007229,0.079935,-0.014273,-0.042966,0.005946,-0.001385,-0.021111
-0.031689,0.007586,0.023968,0.079209,-0.014145,-0.042475,0.008583,-0.001864,-0.022512
-0.055582,0.014725,0.052672,0.077773,-0.013781,-0.041235,0.011183,-0.002334,-0.023884
-0.055547,0.021864,0.066962,0.075944,-0.013182,-0.039286,0.01373,-0.002789,-0.025205
-0.048255,-0.011597,0.057324,0.074236,-0.013016,-0.03726,0.016218,-0.003232,-0.026461
-0.048221,0.014666,0.088483,0.072649,-0.01297,-0.03488,0.018652,-0.00367,-0.027644
-0.060152,0.009841,0.050115,0.070867,-0.012569,-0.03262,0.02103,-0.004102,-0.028752
-0.036191,-0.033228,0.078824,0.069283,-0.012959,-0.030519,0.023353,-0.004533,-0.029789
-0.086468,0.057661,0.090766,0.067266,-0.01256,-0.027748,0.025616,-0.004964,-0.030746
-0.095949,0.050484,0.08594,0.064263,-0.010779,-0.024861,0.027797,-0.005359,-0.03161
-0.052868,-0.030928,0.066797,0.061815,-0.01046,-0.022369,0.029887,-0.00572,-0.032387
-0.107854,0.067219,0.04285,0.059171,-0.009865,-0.020588,0.031894,-0.006066,-0.033094
-0.127047,0.062398,0.05715,0.055303,-0.00773,-0.018967,0.033794,-0.006366,-0.033745
-0.062395,-0.033331,0.081063,0.052186,-0.007254,-0.016715,0.035578,-0.006624,-0.034334
-0.124543,-0.019029,0.085853,0.04911,-0.008121,-0.01399,0.03726,-0.006888,-0.034841
-0.150898,0.091084,0.11222,0.044574,-0.006936,-0.010751,0.038817,-0.007146,-0.03525
-0.059869,-0.066916,0.049936,0.041105,-0.00654,-0.008105,0.040241,-0.007379,-0.035564
-0.126924,0.050357,0.0715,0.038033,-0.006816,-0.006131,0.041558,-0.00761,-0.035802
-0.131611,0.045538,0.066686,0.033776,-0.005237,-0.003881,0.042754,-0.007819,-0.035971
-0.081381,-0.019101,0.097766,0.030272,-0.004803,-0.001197,0.043823,-0.007995,-0.036059
-0.074204,-0.028626,0.066673,0.027714,-0.005593,0.001487,0.044791,-0.008177,-0.03606
-0.162741,0.07188,0.083437,0.023815,-0.004882,0.003934,0.045653,-0.00836,-0.035977
-0.07172,-0.038261,0.047542,0.019956,-0.004329,0.006066,0.046387,-0.008523,-0.035819
-0.16026,0.079015,0.085786,0.016138,-0.003659,0.008237,0.046995,-0.008665,-0.035591
-0.157894,0.079004,0.069017,0.010898,-0.001054,0.010763,0.047453,-0.008754,-0.035287
-0.069329,-0.019171,0.078628,0.007159,-6.80E-05,0.01317,0.047763,-0.008783,-0.034901
-0.172191,0.057409,0.08579,0.003184,0.000561,0.015855,0.047946,-0.008785,-0.034433
-0.150707,0.050241,0.05706,-0.002135,0.002336,0.018184,0.047976,-0.008748,-0.033883
-0.078916,-0.043127,0.069029,-0.005914,0.002452,0.020237,0.047857,-0.00868,-0.033261
-0.143439,0.069347,0.078646,-0.009574,0.002884,0.022647,0.047614,-0.008602,-0.032566
-0.102835,0.007165,0.085813,-0.013629,0.004146,0.025334,0.047244,-0.008497,-0.031788
-0.098028,-0.011966,0.071505,-0.016935,0.004066,0.027904,0.046753,-0.008372,-0.030924
-0.114797,0.033432,0.054746,-0.020438,0.00442,0.029962,0.04615,-0.008243,-0.029984
-0.114798,0.033425,0.054757,-0.024219,0.005523,0.031744,0.045427,-0.00809,-0.028982
-0.1148,0.033419,0.05477,-0.028,0.006626,0.033527,0.044579,-0.0079,-0.027922
-0.086071,-0.002479,0.057138,-0.031307,0.007137,0.03535,0.043614,-0.007684,-0.026802
-0.086076,-0.002484,0.059605,-0.034141,0.007056,0.037254,0.042548,-0.00746,-0.025622
-0.107559,0.009476,0.090708,-0.03733,0.007172,0.039712,0.041382,-0.007236,-0.024371
-0.069321,-4.10E-05,0.040515,-0.040244,0.007329,0.041857,0.040116,-0.007008,-0.023044
-0.090905,0.033396,0.030923,-0.042883,0.007881,0.043015,0.038758,-0.006767,-0.021663
-0.062182,-0.012012,0.040552,-0.045405,0.008236,0.044175,0.037315,-0.006512,-0.020244
-0.095634,0.023877,0.042926,-0.048005,0.008434,0.045534,0.035788,-0.006248,-0.018785
-0.076524,0.026228,0.040593,-0.050843,0.009263,0.046895,0.034171,-0.005966,-0.017281
-0.062221,-0.043205,0.031004,-0.05313,0.008985,0.048059,0.032469,-0.005676,-0.015736
-0.079005,0.057311,0.019062,-0.055459,0.009221,0.04887,0.030691,-0.005386,-0.014158
-0.038324,-0.031244,0.004767,-0.057395,0.009655,0.049248,0.028842,-0.005085,-0.012562
-0.021571,-0.023989,0.033426,-0.058383,0.008747,0.049865,0.026945,-0.004791,-0.010949
-0.095728,0.052503,0.045414,-0.06032,0.009221,0.051153,0.025,-0.004505,-0.009306
0.004674,-0.055175,-0.004771,-0.061824,0.009182,0.051812,0.022998,-0.004212,-0.00763
-0.023981,-0.052723,0.016828,-0.062145,0.007406,0.052001,0.020965,-0.003948,-0.005941
-0.071858,0.03338,-0.01188,-0.06373,0.007092,0.052073,0.018901,-0.003719,-0.004248
0.009418,-0.031246,0.019233,-0.064765,0.007132,0.052186,0.016793,-0.003494,-0.002552
-0.086317,0.076432,0.002489,-0.066039,0.007883,0.052537,0.014647,-0.003256,-0.000848
-0.055252,0.035834,0.004967,-0.068381,0.009741,0.052653,0.01244,-0.002975,0.000863
0.014157,-0.071842,-0.02374,-0.069066,0.009153,0.052339,0.010184,-0.002673,0.002571
-0.043334,0.047801,-0.03813,-0.069556,0.008763,0.051314,0.007908,-0.002387,0.004257
0.018915,-0.045556,-0.021334,-0.069967,0.008807,0.050329,0.005616,-0.002106,0.005909
0.026051,-0.031237,-0.014149,-0.069235,0.007547,0.049742,0.003329,-0.001845,0.007535
-0.03144,0.050161,-0.021282,-0.069335,0.007867,0.049156,0.001053,-0.0016,0.009143
-0.048136,0.045358,-0.009292,-0.070659,0.009451,0.048652,-0.001248,-0.001323,0.010732
0.061871,-0.067121,-0.052318,-0.070445,0.0091,0.047637,-0.003567,-0.001025,0.012296
-0.005132,0.04301,-0.0164,-0.069522,0.008711,0.046505,-0.005869,-0.00074,0.013825
-0.012315,0.057331,-0.006765,-0.069824,0.010376,0.046127,-0.00816,-0.000433,0.015329
-0.002826,-0.047891,-0.057049,-0.070089,0.010541,0.045078,-0.010462,-9.60E-05,0.01681
0.011566,0.021445,-0.028291,-0.06996,0.010114,0.043675,-0.012766,0.000237,0.01825
0.071363,-0.074265,-0.045037,-0.068608,0.009252,0.042472,-0.015047,0.000549,0.019648
0.085658,-0.028758,-0.061784,-0.066035,0.007562,0.040717,-0.017263,0.000819,0.020997
0.009046,0.009491,-0.040187,-0.06449,0.007255,0.039042,-0.019413,0.001057,0.02229
0.076004,0.021459,-0.037812,-0.063105,0.007776,0.037765,-0.021514,0.001298,0.023535
0.049701,0.007145,-0.056914,-0.06105,0.008259,0.036212,-0.02356,0.001556,0.024733
0.073608,-0.01678,-0.078371,-0.059036,0.008112,0.033991,-0.025539,0.00182,0.025869
0.080747,-0.007264,-0.068839,-0.05651,0.007726,0.031573,-0.027444,0.002075,0.026929
0.080728,-0.00726,-0.068821,-0.053867,0.007499,0.029315,-0.029265,0.002321,0.027913
0.085515,-0.016769,-0.04968,-0.051145,0.007114,0.027373,-0.030998,0.002556,0.028827
0.087851,0.014322,-0.068787,-0.048307,0.007086,0.025432,-0.03264,0.002786,0.029678
0.073517,-0.021567,-0.0927,-0.045667,0.006979,0.022783,-0.034193,0.003013,0.030454
0.061537,0.011976,-0.080721,-0.043462,0.006834,0.019937,-0.035666,0.003236,0.03114
0.063876,0.016686,-0.071097,-0.041416,0.00732,0.017448,-0.03707,0.003466,0.031738
0.090242,-0.043131,-0.054316,-0.038897,0.006897,0.015396,-0.0384,0.003696,0.032262
0.118963,-0.047834,-0.071074,-0.03547,0.00541,0.013345,-0.039633,0.003896,0.032718
0.068644,0.033466,-0.090187,-0.032399,0.005187,0.010702,-0.040759,0.004068,0.033098
0.135613,-0.047828,-0.06625,-0.029053,0.004964,0.008139,-0.04178,0.004232,0.033392
0.099712,0.02396,-0.063889,-0.025195,0.004584,0.006011,-0.042684,0.004387,0.03361
0.085386,0.043086,-0.0376,-0.022166,0.005705,0.004356,-0.043475,0.004555,0.033766
0.159518,-0.090968,-0.073487,-0.01815,0.004929,0.002543,-0.04415,0.004729,0.033865
0.085374,0.031127,-0.097411,-0.014134,0.003956,-0.000256,-0.044694,0.004874,0.033889
0.092529,0.028678,-0.078187,-0.011223,0.004958,-0.003133,-0.045124,0.00502,0.03382
0.142835,-0.040653,-0.061514,-0.007365,0.004775,-0.005417,-0.045444,0.00518,0.033667
0.080561,0.052611,-0.066221,-0.003703,0.004988,-0.007504,-0.04564,0.005341,0.033442
0.166761,-0.088505,-0.09015,0.000353,0.004411,-0.010063,-0.04571,0.005496,0.033141
0.154799,-0.076539,-0.087799,0.005635,0.001703,-0.012977,-0.045627,0.005598,0.03275
0.073406,0.043104,-0.078191,0.009377,0.001166,-0.015695,-0.045396,0.005646,0.032267
-0.457816,0.078998,-0.047109,0.003011,0.003197,-0.01774,-0.045209,0.00572,0.031706
0.1452,-0.071729,-0.063884,-0.002171,0.003332,-0.01955,-0.045214,0.005829,0.031083
0.087739,0.01918,-0.030352,0.001651,0.00248,-0.021083,-0.045242,0.005927,0.030405
0.138055,-0.052604,-0.092632,0.005354,0.001944,-0.023091,-0.045146,0.006003,0.029669
0.150028,-0.086142,-0.071067,0.010086,-0.000329,-0.02577,-0.044912,0.006033,0.028856
0.059131,0.023987,-0.056759,0.013517,-0.001339,-0.027857,-0.044544,0.006008,0.027966
0.133281,-0.04309,-0.032842,0.016672,-0.001639,-0.029315,-0.044069,0.005963,0.027017
0.123683,-0.028674,-0.068747,0.020892,-0.002808,-0.03097,-0.043472,0.005894,0.026018
0.114184,-0.004746,-0.049638,0.024799,-0.003344,-0.032902,-0.042742,0.005797,0.024961
0.08066,-0.011906,-0.044847,0.027996,-0.003603,-0.03444,-0.041896,0.005688,0.023846
0.080676,0.02634,-0.037704,0.030642,-0.003349,-0.035782,-0.040953,0.005579,0.022685
0.063924,0.014375,-0.032915,0.033012,-0.002662,-0.036927,-0.039929,0.005485,0.021484
0.090322,-0.028677,-0.059214,0.035542,-0.002883,-0.038427,-0.038825,0.0054,0.020239
0.090341,-0.014361,-0.052074,0.038509,-0.003578,-0.040244,-0.03763,0.005301,0.01894
0.10713,-0.023875,-0.056898,0.041755,-0.004194,-0.042023,-0.036333,0.005179,0.017583
0.099894,-0.004754,-0.047308,0.045159,-0.004652,-0.043724,-0.034927,0.005041,0.016169
0.06167,0.03349,0.007687,0.047815,-0.004163,-0.044359,-0.033422,0.004904,0.014716
0.061692,0.033488,0.007665,0.049841,-0.003043,-0.044088,-0.03184,0.004793,0.013259
0.061715,0.033486,0.007643,0.051869,-0.001924,-0.043818,-0.030191,0.00472,0.01181
0.085667,-0.028691,-0.00199,0.054295,-0.001831,-0.043708,-0.028469,0.004667,0.010369
0.044993,0.021517,-0.04987,0.056445,-0.001935,-0.044548,-0.026672,0.004615,0.008915
0.083362,-0.04066,-0.033124,0.058559,-0.002237,-0.045902,-0.024805,0.004556,0.007426
0.066617,-0.045469,-0.023538,0.061031,-0.003645,-0.046822,-0.022862,0.004469,0.0059
0.04752,0.031118,-0.014051,0.062912,-0.003868,-0.047427,-0.020848,0.004356,0.00435
0.023617,0.045432,0.024268,0.064086,-0.002592,-0.047245,-0.018783,0.004261,0.002792
-0.01225,0.057393,-0.006845,0.064275,-0.000883,-0.046944,-0.016696,0.004215,0.001243
-0.014676,0.038266,-0.014128,0.063833,0.000708,-0.047278,-0.014614,0.004224,-0.000306
0.05233,-0.059804,0.017031,0.064459,0.000365,-0.047218,-0.012528,0.004254,-0.001859
0.069125,-0.090993,0.002589,0.066468,-0.002112,-0.046883,-0.010399,0.004238,-0.003406
-0.021757,0.074147,0.014527,0.067257,-0.002378,-0.04659,-0.008223,0.004177,-0.004942
0.073981,-0.079038,-0.002269,0.068127,-0.002448,-0.046377,-0.00602,0.00411,-0.006469
0.059688,-0.045503,0.014473,0.070342,-0.004492,-0.046166,-0.003766,0.004009,-0.007989
-0.040805,0.069328,0.009641,0.070665,-0.004088,-0.04576,-0.001469,0.003882,-0.009498
0.031004,-0.071794,0.033543,0.070516,-0.004118,-0.045039,0.00083,0.003761,-0.010989
-0.038404,0.059806,0.052738,0.070408,-0.004306,-0.043608,0.003126,0.003636,-0.012444
-0.057504,0.064509,0.05987,0.068841,-0.002246,-0.041743,0.005394,0.003543,-0.013845
0.028621,-0.076614,0.019146,0.068382,-0.002437,-0.040433,0.00763,0.003481,-0.015193
0.031094,-0.076619,0.026279,0.069385,-0.004956,-0.039677,0.009874,0.003374,-0.016507
0.021505,-0.016803,0.050182,0.070273,-0.006489,-0.038411,0.012151,0.003201,-0.017787
-0.011916,-0.028772,0.050156,0.070452,-0.007234,-0.036751,0.014446,0.002991,-0.019019
-0.078975,0.047813,0.062095,0.068975,-0.006912,-0.034895,0.01672,0.002773,-0.020193
-0.069347,0.043002,0.066876,0.066551,-0.005407,-0.032763,0.01893,0.002587,-0.021302
-0.011864,-0.071839,0.050083,0.065236,-0.005876,-0.030831,0.021079,0.002417,-0.022343
-0.002336,-0.055172,0.035741,0.065028,-0.007965,-0.029412,0.023204,0.002206,-0.023328
-0.090877,0.033377,0.073964,0.063517,-0.008319,-0.0276,0.025301,0.001954,-0.024261
-0.047715,-0.014485,0.047659,0.061259,-0.008002,-0.025592,0.027337,0.001702,-0.02513
-0.071632,0.019049,0.05715,0.059319,-0.007922,-0.023862,0.029305,0.001457,-0.025938
-0.050146,-0.033618,0.078703,0.05734,-0.008158,-0.02162,0.031208,0.001209,-0.026681
-0.052492,-0.004889,0.052401,0.055679,-0.00879,-0.019457,0.033053,0.000947,-0.02735
