acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z
-0.08221,-0.000391,-0.12889,-0.070491,0.011715,-0.046037,0.026146,-0.001638,0.04409
-0.082216,-0.000377,-0.128954,-0.07325,0.011705,-0.050342,0.023758,-0.001265,0.042557
-0.08222,-0.000363,-0.129018,-0.07601,0.011697,-0.054651,0.021278,-0.000892,0.040882
0.015842,-0.050559,-0.107604,-0.077152,0.01086,-0.05861,0.018732,-0.000533,0.039069
0.00868,-0.041032,-0.095703,-0.076794,0.009353,-0.062021,0.016173,-0.000213,0.037133
-0.067913,0.064306,-0.08135,-0.077818,0.009742,-0.065,0.013602,8.90E-05,0.035091
0.008675,-0.021881,-0.076607,-0.078842,0.010447,-0.067667,0.010996,0.000409,0.032954
-0.008096,-0.036184,-0.119818,-0.07888,0.009495,-0.07097,0.008371,0.000725,0.030718
-0.008096,0.018845,-0.057607,-0.079194,0.009215,-0.073961,0.00574,0.001021,0.028376
0.025444,-0.028997,-0.0864,-0.078955,0.009054,-0.076403,0.003107,0.00131,0.025943
-0.017606,0.002104,-0.055373,-0.078873,0.008617,-0.07881,0.000478,0.001589,0.023429
0.00152,0.028498,-0.033856,-0.079185,0.00913,-0.080352,-0.002156,0.001869,0.020848
0.013488,-0.005027,-0.072258,-0.078985,0.009525,-0.082174,-0.004792,0.002165,0.01821
0.034969,0.009402,-0.074668,-0.078232,0.009606,-0.084671,-0.007414,0.002468,0.015499
0.023011,-0.024123,-0.026866,-0.077323,0.009372,-0.086421,-0.010009,0.00277,0.012716
0.037434,0.018942,-0.03653,-0.076372,0.009296,-0.087543,-0.012575,0.003066,0.009885
0.046956,-0.016938,-0.007849,-0.075027,0.009338,-0.088354,-0.015104,0.003362,0.007019
0.035002,-0.00496,-0.005448,-0.073721,0.008987,-0.088653,-0.01759,0.003654,0.004134
0.051783,-0.000143,-0.029425,-0.072335,0.008913,-0.08931,-0.020032,0.003938,0.00123
0.07337,0.021445,-0.053401,-0.070317,0.009276,-0.09076,-0.02242,0.004228,-0.001709
0.061421,-0.043169,-0.010395,-0.068139,0.008929,-0.091897,-0.024739,0.004518,-0.004694
0.063791,0.019017,0.030259,-0.066118,0.008542,-0.091655,-0.02699,0.004796,-0.007696
0.097347,-0.014412,0.027766,-0.063505,0.00863,-0.090785,-0.029165,0.00507,-0.010681
0.039899,0.033456,0.008603,-0.061285,0.008957,-0.090274,-0.031262,0.00535,-0.013645
0.049531,0.02621,0.001407,-0.059854,0.009954,-0.090199,-0.0333,0.005653,-0.016603
0.109374,-0.059882,0.022849,-0.057276,0.009411,-0.08989,-0.035272,0.005964,-0.019556
0.063896,0.021523,0.015657,-0.054461,0.008792,-0.089347,-0.037157,0.006256,-0.022497
0.152476,-0.057508,0.042007,-0.050934,0.008212,-0.088489,-0.038937,0.006528,-0.025417
0.152504,-0.076622,0.058651,-0.045944,0.006013,-0.086923,-0.040579,0.006755,-0.0283
0.078396,0.038223,0.061078,-0.042176,0.005393,-0.085044,-0.042076,0.006936,-0.031129
0.123832,-0.057481,0.087337,-0.03888,0.00509,-0.082691,-0.043458,0.007102,-0.03389
0.128671,-0.059826,0.070549,-0.034754,0.003169,-0.080184,-0.044719,0.007232,-0.036573
0.076045,0.055018,0.11123,-0.031416,0.003105,-0.077283,-0.045858,0.007329,-0.03917
0.155026,-0.057457,0.096899,-0.027642,0.00308,-0.073948,-0.04688,0.007425,-0.041666
0.102501,0.016786,0.094436,-0.02343,0.002425,-0.07089,-0.047771,0.007511,-0.044059
0.071357,0.074162,0.11365,-0.020598,0.003941,-0.067557,-0.048547,0.007611,-0.04635
0.145637,-0.059791,0.077754,-0.017054,0.004194,-0.064499,-0.049218,0.00774,-0.048537
0.128912,-0.057432,0.113645,-0.012558,0.002276,-0.061441,-0.049758,0.007843,-0.050627
0.076297,0.031128,0.127965,-0.009205,0.001858,-0.057556,-0.050169,0.007907,-0.052604
0.081151,0.014363,0.116006,-0.00664,0.002625,-0.053631,-0.050483,0.007978,-0.054455
0.071591,0.033588,0.127979,-0.00415,0.003432,-0.049707,-0.050715,0.008075,-0.05618
0.071643,0.04791,0.137602,-0.001817,0.004793,-0.045425,-0.050868,0.008208,-0.057771
0.136323,-0.026225,0.123202,0.001586,0.005168,-0.041223,-0.050927,0.008371,-0.059226
0.129219,-0.057408,0.111257,0.005941,0.003804,-0.037455,-0.050859,0.008517,-0.060552
0.100543,0.012026,0.128048,0.009707,0.003072,-0.033607,-0.050657,0.008629,-0.061754
0.1413,-0.062111,0.113757,0.013673,0.002263,-0.029716,-0.050328,0.008717,-0.062832
0.160483,-0.066915,0.113786,0.01863,0.00015,-0.026061,-0.049853,0.008756,-0.063788
0.098371,0.004871,0.17364,0.022881,-0.000857,-0.021417,-0.049226,0.008745,-0.064609
0.10324,-0.002288,0.128173,0.026189,-0.000798,-0.016534,-0.048476,0.008718,-0.065276
0.0985,-0.035827,0.12586,0.0295,-0.00141,-0.01244,-0.047616,0.008683,-0.065798
0.091408,-0.011899,0.125903,0.032618,-0.002181,-0.008381,-0.046651,0.008625,-0.066188
0.117758,-0.042987,0.137914,0.036056,-0.00307,-0.004123,-0.045578,0.00854,-0.066443
0.103509,0.004867,0.157087,0.039695,-0.003683,0.000652,-0.044388,0.008431,-0.066551
0.093969,0.004865,0.123602,0.042943,-0.003506,0.005191,-0.043086,0.008316,-0.066509
0.098846,-0.011907,0.135623,0.046117,-0.003606,0.009378,-0.041677,0.008202,-0.066325
0.094113,-0.06212,0.13333,0.049295,-0.004812,0.013727,-0.040164,0.008066,-0.066002
0.084576,0.038297,0.162127,0.052239,-0.005189,0.018514,-0.03855,0.007905,-0.065532
0.072686,0.026329,0.131009,0.054832,-0.004107,0.023266,-0.036845,0.007757,-0.064906
0.087177,-0.014275,0.147848,0.05747,-0.003893,0.027783,-0.035054,0.00763,-0.06413
0.036945,0.050247,0.126445,0.05952,-0.003284,0.032227,-0.033185,0.007517,-0.063209
0.099294,-0.038214,0.143192,0.061773,-0.003071,0.036596,-0.031245,0.007417,-0.062144
0.077796,-0.064599,0.124148,0.064701,-0.004752,0.04093,-0.02922,0.007295,-0.060938
0.039627,0.043071,0.162574,0.066647,-0.005093,0.045586,-0.027114,0.007139,-0.059585
0.082756,0.019137,0.143438,0.068678,-0.004052,0.050562,-0.024942,0.006995,-0.058076
0.068517,-0.069424,0.10528,0.071187,-0.004868,0.054595,-0.022695,0.006855,-0.056421
0.001517,0.035892,0.095759,0.072358,-0.005408,0.057844,-0.020387,0.006693,-0.054647
0.063868,-0.038254,0.093499,0.073454,-0.005434,0.060901,-0.018041,0.006522,-0.052771
0.063946,-0.052678,0.107911,0.075583,-0.006921,0.064162,-0.015642,0.006326,-0.050793
-0.01492,0.045478,0.122425,0.076414,-0.007027,0.067902,-0.013193,0.006105,-0.048701
0.056942,-0.064659,0.088986,0.077131,-0.007332,0.071333,-0.010718,0.005877,-0.046492
0.061726,-0.04074,0.081929,0.079116,-0.009059,0.074099,-0.008197,0.005616,-0.044183
-0.024299,0.038195,0.098802,0.079762,-0.00909,0.077029,-0.005633,0.005326,-0.041781
0.025987,-0.040758,0.072528,0.079821,-0.009121,0.079808,-0.003056,0.005036,-0.039287
-0.026502,0.042981,0.108527,0.079846,-0.009073,0.08275,-0.000477,0.004746,-0.0367
-0.06232,0.033458,0.080001,0.078416,-0.007802,0.085818,0.002079,0.004478,-0.034015
0.021502,-0.06707,0.044219,0.07778,-0.008347,0.087829,0.004603,0.004222,-0.031247
0.011964,-0.043152,0.053843,0.078371,-0.010156,0.089411,0.007127,0.003928,-0.028421
0.012035,-0.043162,0.053956,0.078809,-0.011571,0.091157,0.009668,0.00358,-0.025542
0.012105,-0.043173,0.05407,0.079251,-0.012987,0.09291,0.012226,0.003187,-0.022605
-0.011755,-0.047989,0.054185,0.079303,-0.014483,0.09467,0.014792,0.002745,-0.019612
-0.061898,0.059677,0.073424,0.078136,-0.014283,0.096753,0.017342,0.002282,-0.016556
-0.023587,-0.021729,0.044905,0.076775,-0.013649,0.098687,0.019851,0.001833,-0.013434
-0.090502,0.011798,0.016288,0.074944,-0.013807,0.099681,0.022309,0.001393,-0.010265
-0.023461,-0.024105,0.02837,0.073118,-0.014003,0.100405,0.024707,0.000946,-0.007068
-0.035365,-0.038434,0.004559,0.072203,-0.01503,0.10094,0.027062,0.00048,-0.00385
-0.087969,0.030888,0.023799,0.070225,-0.015149,0.101402,0.029371,-6.00E-06,-0.000617
-0.075949,0.028523,0.023917,0.067579,-0.014164,0.102188,0.031605,-0.000477,0.002637
-0.06148,-0.005027,-0.007053,0.065372,-0.013772,0.102468,0.03376,-0.000925,0.005908
-0.068685,-0.009843,-0.030865,0.063287,-0.014013,0.101847,0.035846,-0.00137,0.009174
-0.099724,0.014074,-0.025944,0.060572,-0.01394,0.100919,0.037855,-0.001818,0.012414
-0.082908,-0.000255,-0.049757,0.057624,-0.013709,0.099682,0.039772,-0.002262,0.015618
-0.092474,-0.002619,-0.030519,0.054797,-0.013754,0.098373,0.041595,-0.002702,0.018781
-0.087628,0.016493,-0.078262,0.051894,-0.013524,0.096597,0.043325,-0.003138,0.021893
-0.104358,0.059534,-0.075796,0.048796,-0.012268,0.094078,0.044959,-0.003551,0.024934
-0.094712,-0.029031,-0.087649,0.045582,-0.011764,0.091407,0.04649,-0.003934,0.02789
-0.123412,0.023621,-0.054001,0.042054,-0.011853,0.089099,0.047911,-0.004311,0.030765
-0.142505,0.037929,-0.065857,0.03774,-0.010837,0.087154,0.049205,-0.004672,0.03357
-0.092267,-0.017096,-0.08252,0.03394,-0.010494,0.084741,0.050367,-0.005011,0.036305
-0.130489,0.030751,-0.094379,0.030339,-0.01027,0.081861,0.051409,-0.00534,0.038952
-0.130468,0.045157,-0.091923,0.026109,-0.009019,0.07883,0.052324,-0.005645,0.041503
-0.072982,-0.031442,-0.091823,0.022829,-0.008794,0.075843,0.053116,-0.005926,0.043956
-0.06826,-0.019486,-0.096431,0.020575,-0.009637,0.072785,0.05382,-0.006217,0.04631
-0.123263,0.045131,-0.089177,0.017492,-0.009217,0.069774,0.054437,-0.006516,0.048565
-0.072946,-0.041077,-0.134586,0.014333,-0.009153,0.066137,0.054953,-0.006806,0.050712
-0.151982,0.090521,-0.134495,0.0107,-0.008341,0.061754,0.055359,-0.007082,0.052728
-0.142369,0.040303,-0.115284,0.005922,-0.006186,0.057693,0.055629,-0.007309,0.054605
-0.089708,-0.019524,-0.14148,0.002172,-0.005848,0.053519,0.05576,-0.007495,0.056349
-0.096871,-0.000408,-0.129433,-0.000827,-0.006182,0.049114,0.055781,-0.007682,0.057952
-0.140027,0.057053,-0.110231,-0.004657,-0.005253,0.045228,0.055692,-0.007858,0.05942
-0.065802,-0.048276,-0.155559,-0.007974,-0.005114,0.040913,0.055487,-0.008018,0.060755
-0.140052,0.07136,-0.114886,-0.011292,-0.004739,0.036524,0.055174,-0.008169,0.061947
-0.08976,0.004376,-0.131487,-0.015005,-0.003496,0.032534,0.054748,-0.008293,0.063004
-0.061047,-0.007593,-0.133871,-0.017414,-0.003556,0.028233,0.054222,-0.008398,0.063925
-0.135307,0.030649,-0.148125,-0.020576,-0.003182,0.02366,0.053606,-0.008498,0.064702
-0.140139,0.054574,-0.124137,-0.025043,-0.001784,0.019249,0.052867,-0.008569,0.065332
-0.101824,0.045059,-0.13369,-0.028959,-0.000147,0.015079,0.051991,-0.00859,0.065823
-0.12098,0.078497,-0.121673,-0.032558,0.001883,0.010951,0.050993,-0.008551,0.066179
-0.08277,-0.014766,-0.162321,-0.035844,0.002926,0.006353,0.049883,-0.008462,0.066394
-0.12586,0.025832,-0.152664,-0.039212,0.0031,0.001245,0.048666,-0.008352,0.06645
-0.118743,0.030637,-0.164586,-0.043174,0.004023,-0.003899,0.047329,-0.008225,0.066339
-0.066127,-0.036343,-0.145424,-0.046151,0.003919,-0.008922,0.04588,-0.008085,0.066063
-0.111677,0.021124,-0.119009,-0.049013,0.003659,-0.013191,0.044336,-0.007951,0.065636
-0.073384,0.028284,-0.178798,-0.051995,0.004464,-0.01801,0.042697,-0.007808,0.065061
-0.075889,0.001905,-0.162099,-0.054389,0.004952,-0.023539,0.040971,-0.007644,0.064318
-0.068786,-0.022021,-0.138146,-0.056707,0.00461,-0.028396,0.039169,-0.007478,0.063406
-0.059234,0.004361,-0.126162,-0.058752,0.004309,-0.032658,0.037297,-0.007322,0.062345
-0.066454,-0.010052,-0.147622,-0.06076,0.004204,-0.037077,0.03536,-0.007174,0.061144
-0.088093,0.011526,-0.147609,-0.063246,0.004218,-0.041848,0.033349,-0.007028,0.059794
-0.05462,-0.010044,-0.145246,-0.065538,0.004231,-0.046579,0.031262,-0.006881,0.058289
-0.073812,0.025853,-0.181133,-0.067596,0.004481,-0.051863,0.029104,-0.00673,0.056622
-0.021319,0.013894,-0.082966,-0.069106,0.005126,-0.056119,0.026889,-0.006565,0.054799
-0.069248,-0.002772,-0.121312,-0.070542,0.005298,-0.059387,0.024626,-0.006387,0.052855
-0.028626,0.001941,-0.114158,-0.072101,0.005273,-0.06317,0.022315,-0.006207,0.050797
-0.040667,0.018717,-0.094946,-0.07319,0.005602,-0.066518,0.019962,-0.006021,0.048624
-0.019171,-0.021973,-0.085446,-0.074124,0.005537,-0.069391,0.017576,-0.005832,0.046351
-0.021703,0.052271,-0.085461,-0.074748,0.006025,-0.072108,0.015166,-0.005636,0.043987
0.002143,-0.045885,-0.123726,-0.075022,0.006119,-0.075457,0.012742,-0.005431,0.041527
-0.036187,0.064252,-0.114236,-0.075537,0.00641,-0.07928,0.010306,-0.00522,0.03895
-0.029114,0.06181,-0.056794,-0.076569,0.008478,-0.081999,0.007846,-0.00497,0.036268
-0.007626,-0.05537,-0.092715,-0.077132,0.008573,-0.084364,0.00536,-0.004685,0.033504
0.018568,-0.033883,-0.083137,-0.076911,0.007088,-0.087163,0.002869,-0.004423,0.030658
0.044858,-0.043384,-0.085623,-0.075825,0.005802,-0.089846,0.0004,-0.004207,0.027723
0.035158,-0.007481,-0.047317,-0.074468,0.00495,-0.091939,-0.002028,-0.004027,0.024713
-0.017595,0.042741,-0.028235,-0.074144,0.00552,-0.093085,-0.004427,-0.003851,0.021651
0.034974,-0.064923,-0.042694,-0.073824,0.005143,-0.094155,-0.006815,-0.003673,0.018554
0.073127,-0.062459,-0.059411,-0.07201,0.003029,-0.095741,-0.009167,-0.003536,0.015417
-0.00591,0.059549,-0.023568,-0.070873,0.002969,-0.097012,-0.011471,-0.003435,0.012234
0.080196,-0.014576,0.000309,-0.06962,0.0037,-0.097298,-0.013734,-0.003323,0.009028
-0.020416,0.035648,-0.016514,-0.06861,0.004036,-0.097469,-0.01596,-0.003194,0.005817
-0.018158,0.038017,0.007358,-0.069224,0.00524,-0.097524,-0.01818,-0.00304,0.002604
0.115804,-0.079158,-0.004664,-0.067593,0.00455,-0.097385,-0.020382,-0.002878,-0.000605
0.036667,0.085903,0.055096,-0.065059,0.00465,-0.096459,-0.022515,-0.002726,-0.003794
0.036572,0.085919,0.055033,-0.063835,0.007474,-0.094549,-0.024587,-0.002525,-0.006935
0.036476,0.085935,0.054968,-0.062616,0.010298,-0.092643,-0.026618,-0.002232,-0.010011
0.057956,0.069281,0.042938,-0.061046,0.012848,-0.090937,-0.028603,-0.001851,-0.013025
0.060215,0.030954,0.052382,-0.059086,0.014492,-0.089275,-0.03053,-0.0014,-0.015981
0.043449,0.04774,0.054764,-0.057368,0.015779,-0.08742,-0.032397,-0.000901,-0.018877
0.105529,-0.105422,0.045082,-0.054904,0.014817,-0.085686,-0.034195,-0.000397,-0.021712
0.098276,-0.06706,0.054619,-0.051537,0.011961,-0.083955,-0.035897,4.30E-05,-0.024489
0.043168,0.064563,0.114366,-0.049201,0.011909,-0.081083,-0.037505,0.000436,-0.027187
0.086127,-0.055059,0.102326,-0.047068,0.012056,-0.077425,-0.03904,0.00083,-0.029776
0.107512,-0.043076,0.066356,-0.043874,0.010427,-0.074561,-0.040488,0.001199,-0.032255
0.059565,0.007153,0.080596,-0.041121,0.009824,-0.072056,-0.041838,0.001531,-0.034644
0.119296,-0.057453,0.092481,-0.038175,0.008985,-0.069122,-0.043094,0.001839,-0.036942
0.049874,0.038279,0.128293,-0.035391,0.008659,-0.065402,-0.044257,0.002128,-0.039128
0.071263,-0.0023,0.101931,-0.033401,0.009243,-0.061528,-0.045341,0.002421,-0.041187
0.128643,-0.02866,0.099397,-0.030112,0.008723,-0.058132,-0.04634,0.002714,-0.043125
0.116593,0.012058,0.108925,-0.026078,0.00844,-0.054621,-0.047218,0.002995,-0.044947
0.073458,-0.042937,0.075303,-0.022955,0.007922,-0.05151,-0.047978,0.003262,-0.046658
0.090144,-0.011829,0.142297,-0.02027,0.00701,-0.04785,-0.048644,0.003505,-0.048256
0.087611,-0.009454,0.127797,-0.017353,0.00665,-0.043325,-0.049218,0.003727,-0.049718
0.089983,0.014495,0.1588,-0.01444,0.006725,-0.038529,-0.049697,0.003944,-0.051024
0.097063,0.005004,0.122822,-0.011373,0.007039,-0.033817,-0.050079,0.004168,-0.052172
0.09218,-0.035672,0.127542,-0.00827,0.006525,-0.029621,-0.050359,0.004388,-0.053172
0.125643,-0.021332,0.134615,-0.004697,0.005577,-0.025233,-0.05053,0.004584,-0.054029
0.087225,-0.018859,0.13453,-0.001207,0.004906,-0.02073,-0.050586,0.004753,-0.054737
0.142168,-0.006873,0.151213,0.002555,0.004475,-0.015956,-0.050523,0.004903,-0.055292
0.084728,0.014626,0.124845,0.006274,0.004595,-0.011342,-0.050338,0.005049,-0.05569
0.0775,0.014648,0.115148,0.008926,0.005072,-0.007325,-0.050049,0.005204,-0.055945
0.134801,-0.02593,0.129478,0.012403,0.004879,-0.003232,-0.04966,0.005364,-0.056065
0.103647,0.000375,0.14371,0.01631,0.00445,0.00133,-0.04915,0.005513,-0.05604
0.14428,-0.049813,0.14127,0.020373,0.003628,0.006086,-0.04851,0.005642,-0.055861
0.105874,-0.059401,0.16266,0.024473,0.00182,0.011153,-0.047736,0.005727,-0.055519
0.050797,0.029176,0.126682,0.027029,0.001315,0.015978,-0.046854,0.005774,-0.055013
0.11301,-0.004341,0.162488,0.029702,0.001719,0.020798,-0.045886,0.00582,-0.054346
0.120111,-0.068944,0.14328,0.033519,0.000504,0.025892,-0.044813,0.005852,-0.053514
0.024341,0.029244,0.128876,0.035872,-0.000156,0.03043,-0.043639,0.005853,-0.052523
0.124805,-0.049677,0.116827,0.038302,-0.000499,0.03453,-0.042387,0.005837,-0.051389
0.036198,-0.104768,0.102325,0.040928,-0.003052,0.03819,-0.041054,0.005774,-0.050125
0.086356,0.070009,0.133327,0.042919,-0.003631,0.042122,-0.039645,0.005658,-0.048735
0.06483,-0.056866,0.128535,0.045382,-0.003419,0.046485,-0.038164,0.005537,-0.047207
0.081453,-0.064002,0.106875,0.047764,-0.005418,0.05041,-0.036604,0.005386,-0.045542
0.071893,0.058114,0.133072,0.050262,-0.00552,0.05441,-0.034965,0.005201,-0.043745
0.026345,0.062844,0.123475,0.051851,-0.003529,0.058682,-0.033259,0.005046,-0.04181
0.031106,0.062867,0.099462,0.052768,-0.001459,0.062398,-0.031514,0.004959,-0.039743
0.011941,0.077305,0.101731,0.053446,0.00085,0.065754,-0.029743,0.004944,-0.037559
0.054951,-0.008872,0.096841,0.054518,0.001975,0.069066,-0.027944,0.004986,-0.035263
0.107572,-0.039937,0.099208,0.057168,0.001166,0.072335,-0.026086,0.005032,-0.032858
0.011821,0.029517,0.094318,0.059107,0.00099,0.075562,-0.024152,0.005063,-0.030345
0.076409,-0.078137,0.087075,0.060532,0.000184,0.078587,-0.022164,0.005077,-0.027729
0.112265,-0.090078,0.058257,0.063614,-0.002595,0.081016,-0.020103,0.005032,-0.025021
0.05241,-0.058968,0.077295,0.066301,-0.005058,0.083283,-0.017948,0.004901,-0.022235
0.066693,-0.037371,0.07721,0.068236,-0.006651,0.085861,-0.015718,0.004703,-0.019369
-0.031406,0.005703,0.055648,0.068788,-0.007177,0.088082,-0.013448,0.00447,-0.016423
-0.029085,0.000921,0.026829,0.067761,-0.007071,0.089469,-0.011186,0.00423,-0.013416
0.049827,-0.042108,0.067442,0.068074,-0.007753,0.09105,-0.008937,0.00398,-0.01036
-0.021988,0.041664,0.045781,0.068505,-0.007764,0.092943,-0.006677,0.003719,-0.007245
0.028291,0.010599,0.019413,0.068581,-0.006904,0.094042,-0.00441,0.003472,-0.004081
0.023456,-0.001342,0.004911,0.069408,-0.006754,0.094466,-0.002128,0.003242,-0.000891
-0.069931,-0.003771,-0.009494,0.068614,-0.006842,0.094412,0.000153,0.003013,0.002306
0.035364,-0.020518,0.045434,0.068018,-0.007245,0.095025,0.00241,0.002775,0.005513
-0.012519,-0.025202,-0.00251,0.068369,-0.008002,0.095752,0.004663,0.002519,0.008742
-0.046085,0.022677,0.016524,0.067377,-0.008046,0.096001,0.006904,0.002249,0.011989
-0.031695,-0.006034,-0.03858,0.066069,-0.007774,0.095653,0.009107,0.001984,0.015234
-0.034173,-0.008463,-0.012388,0.064958,-0.008016,0.094827,0.011268,0.001718,0.01846
-0.015075,0.025098,-0.053077,0.064122,-0.007743,0.093761,0.013397,0.001454,0.021656
-0.029419,-0.0347,-0.060425,0.063365,-0.007904,0.091901,0.015499,0.001191,0.024804
-0.024639,0.010826,-0.05326,0.062451,-0.0083,0.090036,0.017573,0.000919,0.027891
-0.019858,0.010849,-0.046193,0.061696,-0.007945,0.088405,0.019619,0.000646,0.030921
-0.06774,0.029994,-0.118071,0.06023,-0.007273,0.085703,0.021627,0.00039,0.03388
-0.058253,0.001283,-0.060796,0.05813,-0.006759,0.082759,0.023576,0.000154,0.036746
-0.06779,-0.013012,-0.082367,0.056031,-0.006954,0.080402,0.025455,-7.60E-05,0.039525
-0.118123,0.034868,-0.099232,0.052945,-0.006595,0.07741,0.027248,-0.000304,0.042216
-0.048718,-0.008259,-0.058631,0.050173,-0.006158,0.074808,0.028944,-0.000519,0.044816
-0.067866,-0.039323,-0.10178,0.048232,-0.006945,0.072162,0.030562,-0.00074,0.047329
-0.106236,0.042094,-0.118647,0.045342,-0.006901,0.068524,0.0321,-0.000973,0.049739
-0.060759,-0.010544,-0.140321,0.04257,-0.006382,0.064248,0.033544,-0.001196,0.052018
-0.060786,-0.010522,-0.140421,0.040548,-0.006731,0.059612,0.034908,-0.001417,0.054151
-0.060812,-0.010499,-0.140522,0.038526,-0.00708,0.05497,0.036205,-0.001649,0.056131
-0.04407,-0.020087,-0.12866,0.03678,-0.007586,0.050521,0.03744,-0.001895,0.057961
-0.154226,0.032598,-0.162203,0.033494,-0.007381,0.045712,0.038591,-0.002146,0.059638
-0.00588,-0.032005,-0.14083,0.030838,-0.007373,0.0407,0.039644,-0.002394,0.061154
-0.072888,-0.027177,-0.107396,0.029524,-0.00835,0.036591,0.040632,-0.002658,0.062519
-0.125579,0.090134,-0.150553,0.026236,-0.007313,0.032319,0.041543,-0.00292,0.063746
-0.032249,-0.046254,-0.141146,0.023619,-0.00659,0.027488,0.042356,-0.003154,0.064823
-0.166336,0.054287,-0.143607,0.020329,-0.006459,0.02277,0.043072,-0.003373,0.065742
-0.128023,0.085397,-0.158131,0.01546,-0.004155,0.01777,0.043653,-0.003552,0.0665
-0.068233,-0.053344,-0.146275,0.012209,-0.003627,0.012723,0.0441,-0.003685,0.067093
-0.173589,0.095054,-0.160702,0.008207,-0.00294,0.007631,0.044427,-0.003797,0.067518
-0.101837,0.047221,-0.158458,0.003651,-0.000593,0.002337,0.044612,-0.003859,0.067772
-0.0851,-0.015029,-0.177691,0.000555,-6.30E-05,-0.003241,0.044672,-0.003874,0.067845
-0.142601,0.06639,-0.144264,-0.003213,0.000784,-0.008586,0.044617,-0.003866,0.067739
-0.034958,-0.074803,-0.189878,-0.006154,0.000645,-0.014135,0.044452,-0.003846,0.067452
-0.087655,-0.077133,-0.18999,-0.008189,-0.001863,-0.020441,0.044205,-0.00387,0.066968
-0.092398,0.073618,-0.135087,-0.011171,-0.001921,-0.025846,0.043875,-0.003936,0.066292
-0.145096,0.061677,-0.137553,-0.0151,0.000311,-0.030387,0.043431,-0.003966,0.06545
-0.085312,-0.002925,-0.163947,-0.018913,0.00128,-0.035408,0.042859,-0.003944,0.06445
-0.097313,0.037796,-0.128167,-0.021937,0.001855,-0.040276,0.042174,-0.003896,0.063286
-0.083033,-0.04593,-0.171429,-0.024924,0.00172,-0.04527,0.04139,-0.003841,0.061958
-0.066302,-0.021978,-0.152321,-0.0274,0.0006,-0.050666,0.040515,-0.003806,0.060458
-0.097428,0.013937,-0.123798,-0.030112,0.000467,-0.055278,0.039555,-0.003792,0.058793
-0.097467,0.018766,-0.154997,-0.03334,0.001007,-0.059937,0.038497,-0.003771,0.056973
-0.016209,0.035558,-0.155109,-0.035227,0.001903,-0.065115,0.037354,-0.003727,0.054989
-0.099998,-0.002763,-0.162379,-0.037156,0.002445,-0.070418,0.036149,-0.003658,0.052832
-0.073658,-0.014703,-0.138561,-0.040034,0.002157,-0.075451,0.034863,-0.003586,0.050502
-0.071345,0.014053,-0.109937,-0.042439,0.002147,-0.07962,0.033491,-0.003518,0.04802
-0.095314,0.002112,-0.110046,-0.045201,0.002414,-0.083323,0.032033,-0.003446,0.045406
-0.076232,0.035674,-0.12457,-0.048044,0.003038,-0.087269,0.030483,-0.00336,0.042665
-0.078627,-0.000195,-0.11742,-0.050613,0.003624,-0.09134,0.028843,-0.003253,0.03979
-0.069057,0.004535,-0.093597,-0.053063,0.003697,-0.094902,0.02712,-0.003135,0.036787
-0.100284,0.045256,-0.067419,-0.055871,0.004519,-0.097642,0.025311,-0.003003,0.033678
-0.042858,-0.019347,-0.096255,-0.058247,0.004948,-0.100429,0.023416,-0.00285,0.030477
-0.088402,-0.050412,-0.09871,-0.060427,0.003798,-0.103734,0.021445,-0.002709,0.027173
-0.062063,0.057288,-0.113225,-0.062925,0.003913,-0.107323,0.019397,-0.002584,0.023753
-0.016698,-0.019279,-0.106065,-0.06424,0.004542,-0.111035,0.017286,-0.002448,0.020211
-0.004775,-0.002487,-0.032022,-0.06461,0.004184,-0.11341,0.015147,-0.002307,0.016567
-0.078953,0.01911,-0.075166,-0.066008,0.00446,-0.115277,0.012978,-0.002167,0.01285
0.023879,-0.045493,-0.065744,-0.066933,0.004027,-0.117704,0.010771,-0.00203,0.00906
-0.050299,0.040631,-0.037099,-0.067386,0.003948,-0.119505,0.008542,-0.001901,0.005198
-0.055143,0.055069,-0.018061,-0.069143,0.005529,-0.120521,0.006275,-0.001748,0.001287
0.009445,-0.016694,0.003431,-0.069915,0.006165,-0.120872,0.003966,-0.001557,-0.002649
-0.062377,0.045502,-0.001454,-0.070807,0.006642,-0.12095,0.00163,-0.001349,-0.006594
-0.036132,0.040719,0.032008,-0.072451,0.008067,-0.120559,-0.000748,-0.001109,-0.010537
0.011689,-0.054973,0.000847,-0.072873,0.007835,-0.120132,-0.003161,-0.000849,-0.014469
-0.019434,0.086264,0.029412,-0.07302,0.008354,-0.119751,-0.005584,-0.000584,-0.018391
0.028389,-0.057284,0.024638,-0.072892,0.008835,-0.118978,-0.008007,-0.000303,-0.022296
0.057089,-0.057263,-0.001805,-0.071502,0.006947,-0.118723,-0.010405,-4.50E-05,-0.026187
0.016359,0.031312,0.065115,-0.07031,0.006522,-0.117802,-0.012761,0.000175,-0.030062
-0.029175,0.052809,0.098599,-0.070542,0.007913,-0.115226,-0.015102,0.000411,-0.033882
0.054544,-0.093094,0.014798,-0.070145,0.007252,-0.113481,-0.01744,0.000659,-0.037634
0.006659,0.057655,0.086536,-0.069156,0.00667,-0.111938,-0.019756,0.000887,-0.041334
